user_id,video_id,category,length_sec,watch_time_sec,liked,shared,commented,follow_creator,group,date,engagement,engaged
8045,1803,gaming,36,30,1,1,0,0,variant,2025-07-23 11:00:15.195387,2,1
5114,1007,gaming,12,7,1,0,0,0,variant,2025-07-18 11:00:15.195387,1,1
3373,1036,dance,42,30,1,0,0,0,variant,2025-08-06 11:00:15.195387,1,1
6764,394,music,26,19,0,0,0,0,variant,2025-07-26 11:00:15.195387,0,0
1070,717,fashion,17,12,0,0,0,0,control,2025-07-29 11:00:15.195387,0,0
2777,1590,dance,10,10,1,0,1,0,control,2025-07-25 11:00:15.195387,2,1
1193,1570,fashion,59,40,0,0,0,0,variant,2025-07-30 11:00:15.195387,0,0
814,760,gaming,43,23,0,0,0,0,variant,2025-08-08 11:00:15.195387,0,0
1153,1438,sports,33,28,1,0,0,0,variant,2025-08-09 11:00:15.195387,1,1
5833,1935,dance,25,14,1,0,0,0,variant,2025-08-06 11:00:15.195387,1,1
1884,1526,comedy,59,38,1,0,1,0,control,2025-07-27 11:00:15.195387,2,1
268,1672,comedy,47,33,0,0,0,0,variant,2025-08-07 11:00:15.195387,0,0
3672,230,sports,22,12,0,0,0,0,control,2025-07-15 11:00:15.195387,0,0
2813,356,sports,7,6,1,0,0,0,variant,2025-07-31 11:00:15.195387,1,1
6563,424,sports,30,16,1,0,0,0,variant,2025-08-04 11:00:15.195387,1,1
7014,500,fashion,54,36,1,0,0,0,variant,2025-07-29 11:00:15.195387,1,1
5178,1302,sports,53,38,1,0,0,0,variant,2025-07-23 11:00:15.195387,1,1
4086,1797,dance,9,8,0,0,0,0,control,2025-08-10 11:00:15.195387,0,0
384,1504,sports,17,12,1,0,0,0,control,2025-08-09 11:00:15.195387,1,1
2851,20,sports,57,43,1,0,0,0,control,2025-08-04 11:00:15.195387,1,1
6722,215,music,37,25,1,0,0,0,variant,2025-07-28 11:00:15.195387,1,1
7084,744,comedy,5,1,0,0,0,0,control,2025-07-31 11:00:15.195387,0,0
1050,494,fashion,10,8,1,1,0,0,control,2025-07-25 11:00:15.195387,2,1
1834,118,dance,31,18,0,0,0,0,control,2025-07-24 11:00:15.195387,0,0
8990,561,fashion,17,15,1,0,0,0,control,2025-08-01 11:00:15.195387,1,1
4468,1655,gaming,7,7,1,0,0,0,variant,2025-07-17 11:00:15.195387,1,1
2976,1460,food,60,44,1,0,0,0,variant,2025-07-24 11:00:15.195387,1,1
5156,1474,food,21,14,1,0,0,0,control,2025-07-31 11:00:15.195387,1,1
7699,1683,music,18,10,0,1,0,0,variant,2025-07-21 11:00:15.195387,1,1
8001,1754,music,23,13,1,1,0,0,variant,2025-08-01 11:00:15.195387,2,1
1291,1764,gaming,13,13,1,0,0,0,variant,2025-08-10 11:00:15.195387,1,1
7962,1422,fashion,18,10,1,0,0,0,control,2025-07-17 11:00:15.195387,1,1
7600,263,music,44,33,1,0,0,0,variant,2025-07-15 11:00:15.195387,1,1
7187,1977,dance,5,2,1,0,0,0,variant,2025-07-20 11:00:15.195387,1,1
7507,336,comedy,21,13,0,0,0,0,variant,2025-07-30 11:00:15.195387,0,0
2188,522,fashion,11,1,0,0,0,0,control,2025-08-08 11:00:15.195387,0,0
8259,875,sports,56,38,0,0,0,0,control,2025-08-12 11:00:15.195387,0,0
9585,1686,music,53,44,0,0,0,0,control,2025-08-02 11:00:15.195387,0,0
7792,1754,food,17,7,0,0,0,0,control,2025-08-04 11:00:15.195387,0,0
6771,1157,dance,35,25,0,0,0,0,variant,2025-08-06 11:00:15.195387,0,0
9894,1017,music,23,16,1,1,0,0,control,2025-08-10 11:00:15.195387,2,1
8771,204,dance,49,36,1,0,1,0,control,2025-07-30 11:00:15.195387,2,1
7935,984,music,19,12,0,0,0,0,variant,2025-08-07 11:00:15.195387,0,0
1606,1528,dance,33,18,0,0,0,0,variant,2025-07-25 11:00:15.195387,0,0
7988,1560,sports,52,38,1,0,0,0,control,2025-07-15 11:00:15.195387,1,1
7166,655,fashion,49,31,1,1,0,0,control,2025-07-14 11:00:15.195387,2,1
6055,856,dance,27,20,1,0,1,0,variant,2025-07-30 11:00:15.195387,2,1
4506,216,gaming,27,20,1,0,0,0,variant,2025-07-20 11:00:15.195387,1,1
7248,234,fashion,8,4,1,0,0,0,control,2025-08-01 11:00:15.195387,1,1
5808,1946,music,20,16,0,0,0,0,variant,2025-08-12 11:00:15.195387,0,0
6257,1591,sports,50,34,1,0,0,0,control,2025-07-25 11:00:15.195387,1,1
8052,1378,fashion,54,40,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
4285,402,fashion,56,39,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
2155,1707,food,44,32,1,0,0,0,variant,2025-08-07 11:00:15.195387,1,1
7743,485,music,26,18,1,0,0,0,variant,2025-07-29 11:00:15.195387,1,1
2805,390,dance,36,25,1,0,0,0,control,2025-07-23 11:00:15.195387,1,1
2221,173,music,41,28,0,1,0,0,variant,2025-07-28 11:00:15.195387,1,1
9191,793,fashion,6,1,0,0,0,0,variant,2025-08-03 11:00:15.195387,0,0
722,507,food,45,31,1,0,1,0,variant,2025-08-06 11:00:15.195387,2,1
9407,144,comedy,31,23,1,0,0,0,variant,2025-08-05 11:00:15.195387,1,1
9886,1975,food,47,30,0,0,1,0,variant,2025-08-07 11:00:15.195387,1,1
6975,247,dance,22,18,1,0,0,0,variant,2025-07-19 11:00:15.195387,1,1
5804,1464,food,33,19,1,0,0,0,variant,2025-08-10 11:00:15.195387,1,1
3395,541,food,33,24,1,0,0,0,variant,2025-08-05 11:00:15.195387,1,1
4026,320,fashion,12,6,0,0,0,0,control,2025-07-21 11:00:15.195387,0,0
8129,1409,dance,19,12,1,0,0,0,variant,2025-07-17 11:00:15.195387,1,1
5157,1660,music,25,14,1,0,0,0,variant,2025-08-08 11:00:15.195387,1,1
4813,685,sports,7,6,1,0,0,0,variant,2025-07-20 11:00:15.195387,1,1
8651,234,gaming,26,19,0,0,0,0,variant,2025-07-20 11:00:15.195387,0,0
9894,1389,sports,16,9,1,0,0,0,variant,2025-07-18 11:00:15.195387,1,1
8819,1562,gaming,7,7,1,0,0,0,variant,2025-07-17 11:00:15.195387,1,1
2457,1621,food,41,28,0,0,0,0,control,2025-08-07 11:00:15.195387,0,0
207,562,fashion,23,9,1,0,0,0,variant,2025-07-30 11:00:15.195387,1,1
1357,498,comedy,43,28,1,0,0,0,control,2025-07-22 11:00:15.195387,1,1
7462,667,gaming,47,35,1,0,0,1,control,2025-07-31 11:00:15.195387,1,1
7157,612,sports,24,17,1,1,0,0,control,2025-07-24 11:00:15.195387,2,1
8152,1443,gaming,44,31,0,0,0,0,variant,2025-08-11 11:00:15.195387,0,0
6523,592,gaming,28,24,1,0,0,0,control,2025-07-25 11:00:15.195387,1,1
2674,541,comedy,15,8,1,0,1,0,control,2025-08-05 11:00:15.195387,2,1
1050,1159,gaming,21,12,1,0,0,0,variant,2025-08-01 11:00:15.195387,1,1
6824,62,music,23,15,1,0,0,0,variant,2025-07-27 11:00:15.195387,1,1
2592,1095,fashion,53,38,0,0,0,0,control,2025-07-28 11:00:15.195387,0,0
6877,1919,food,42,25,1,0,0,0,control,2025-07-20 11:00:15.195387,1,1
4005,1826,comedy,28,24,1,0,0,0,control,2025-08-05 11:00:15.195387,1,1
5974,944,fashion,11,6,0,0,0,0,control,2025-07-23 11:00:15.195387,0,0
8283,645,comedy,5,3,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
8668,117,music,6,6,1,0,0,1,variant,2025-08-10 11:00:15.195387,1,1
8057,510,fashion,52,40,1,0,0,0,control,2025-07-31 11:00:15.195387,1,1
2047,1544,comedy,14,10,1,0,0,0,control,2025-08-06 11:00:15.195387,1,1
5308,1224,comedy,24,16,1,0,0,0,control,2025-07-26 11:00:15.195387,1,1
7737,555,sports,60,41,0,0,0,0,control,2025-07-22 11:00:15.195387,0,0
3691,989,food,39,20,0,0,0,0,variant,2025-07-19 11:00:15.195387,0,0
3267,1716,fashion,53,34,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
4630,842,sports,11,7,0,1,0,0,control,2025-07-19 11:00:15.195387,1,1
2746,1793,food,25,19,1,0,0,0,control,2025-08-02 11:00:15.195387,1,1
7024,550,food,52,37,1,0,0,0,variant,2025-07-15 11:00:15.195387,1,1
8277,775,fashion,35,22,1,0,0,0,control,2025-08-03 11:00:15.195387,1,1
2640,337,food,55,34,1,0,0,0,variant,2025-07-14 11:00:15.195387,1,1
4937,184,dance,21,16,1,1,0,0,variant,2025-07-21 11:00:15.195387,2,1
77,1520,dance,16,7,0,0,0,0,variant,2025-08-10 11:00:15.195387,0,0
6474,1454,comedy,12,10,1,0,0,0,variant,2025-08-10 11:00:15.195387,1,1
3505,1017,fashion,36,25,1,0,0,0,variant,2025-07-14 11:00:15.195387,1,1
2425,280,fashion,19,13,0,0,0,0,control,2025-07-15 11:00:15.195387,0,0
6485,803,comedy,15,9,1,0,0,0,control,2025-07-18 11:00:15.195387,1,1
5297,1737,food,7,6,0,0,0,0,control,2025-07-25 11:00:15.195387,0,0
6568,1066,fashion,42,30,1,1,0,0,control,2025-08-12 11:00:15.195387,2,1
6087,1987,music,35,25,1,1,0,0,control,2025-08-12 11:00:15.195387,2,1
2222,1324,fashion,28,22,1,0,0,0,variant,2025-08-02 11:00:15.195387,1,1
406,516,food,54,39,1,0,0,0,variant,2025-08-09 11:00:15.195387,1,1
2130,992,music,27,22,1,0,0,0,variant,2025-08-05 11:00:15.195387,1,1
6835,1388,comedy,32,20,1,0,0,0,variant,2025-07-18 11:00:15.195387,1,1
398,119,gaming,11,10,0,0,0,0,control,2025-08-01 11:00:15.195387,0,0
9993,1101,sports,59,43,1,1,0,0,variant,2025-08-06 11:00:15.195387,2,1
3474,792,gaming,36,20,1,1,0,0,variant,2025-07-21 11:00:15.195387,2,1
4990,839,food,34,23,1,0,0,0,variant,2025-07-27 11:00:15.195387,1,1
3927,1939,food,11,2,0,0,0,0,control,2025-07-27 11:00:15.195387,0,0
1945,1147,sports,39,25,1,0,0,0,control,2025-07-14 11:00:15.195387,1,1
8630,1883,food,53,40,1,0,0,0,control,2025-07-31 11:00:15.195387,1,1
5392,434,comedy,58,39,0,0,1,0,variant,2025-08-10 11:00:15.195387,1,1
5400,1426,fashion,50,39,1,0,1,0,variant,2025-07-21 11:00:15.195387,2,1
223,1374,sports,44,29,1,0,0,0,variant,2025-07-29 11:00:15.195387,1,1
1611,668,dance,56,34,1,0,0,0,variant,2025-07-23 11:00:15.195387,1,1
7831,1437,food,14,13,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
4605,329,comedy,57,39,1,0,0,0,variant,2025-07-26 11:00:15.195387,1,1
4001,103,comedy,7,3,1,0,0,0,control,2025-08-10 11:00:15.195387,1,1
2665,871,comedy,6,5,1,1,0,0,control,2025-07-21 11:00:15.195387,2,1
1066,1365,food,58,39,1,0,0,0,variant,2025-08-08 11:00:15.195387,1,1
5365,1965,music,42,27,1,1,0,0,variant,2025-07-20 11:00:15.195387,2,1
9469,1638,food,55,38,0,0,0,0,control,2025-08-09 11:00:15.195387,0,0
5394,1927,comedy,39,29,1,0,0,0,variant,2025-07-24 11:00:15.195387,1,1
7103,1069,comedy,42,30,1,0,0,0,control,2025-07-19 11:00:15.195387,1,1
7502,345,food,50,33,1,0,1,0,variant,2025-08-04 11:00:15.195387,2,1
604,410,comedy,35,22,1,0,0,0,control,2025-07-28 11:00:15.195387,1,1
5131,1524,food,23,16,1,1,0,0,control,2025-08-06 11:00:15.195387,2,1
6296,1606,food,26,23,1,0,0,0,variant,2025-08-01 11:00:15.195387,1,1
8381,49,gaming,23,17,1,0,0,0,variant,2025-07-23 11:00:15.195387,1,1
7104,119,sports,25,15,0,0,0,0,control,2025-07-22 11:00:15.195387,0,0
8868,852,dance,31,22,1,0,0,0,control,2025-07-19 11:00:15.195387,1,1
638,1426,comedy,56,35,1,0,0,0,control,2025-08-10 11:00:15.195387,1,1
1845,468,sports,25,10,0,0,0,0,control,2025-08-11 11:00:15.195387,0,0
47,1832,dance,20,11,1,0,0,0,variant,2025-07-26 11:00:15.195387,1,1
820,1554,sports,59,41,1,0,0,0,control,2025-07-21 11:00:15.195387,1,1
3808,47,comedy,33,23,1,0,0,0,variant,2025-07-16 11:00:15.195387,1,1
3023,1,sports,37,25,1,0,0,0,variant,2025-07-21 11:00:15.195387,1,1
1081,161,sports,15,12,1,0,0,0,variant,2025-08-11 11:00:15.195387,1,1
3147,1319,sports,14,10,1,1,0,0,control,2025-07-14 11:00:15.195387,2,1
1278,624,comedy,25,15,1,0,0,0,variant,2025-08-12 11:00:15.195387,1,1
6742,23,music,21,12,0,0,0,0,control,2025-07-21 11:00:15.195387,0,0
2218,1780,music,14,8,1,0,0,0,control,2025-08-09 11:00:15.195387,1,1
5266,1294,sports,33,22,1,0,0,0,variant,2025-08-07 11:00:15.195387,1,1
2887,476,food,10,5,0,0,0,0,control,2025-08-11 11:00:15.195387,0,0
5635,765,food,14,6,1,0,0,0,control,2025-07-20 11:00:15.195387,1,1
8988,1964,fashion,50,28,1,0,0,0,control,2025-07-16 11:00:15.195387,1,1
3329,1317,comedy,11,4,0,0,1,0,control,2025-07-14 11:00:15.195387,1,1
7294,1607,fashion,15,7,0,0,0,0,control,2025-07-17 11:00:15.195387,0,0
3007,1612,food,47,28,1,0,0,0,variant,2025-07-27 11:00:15.195387,1,1
6959,499,sports,47,34,1,0,0,0,variant,2025-07-23 11:00:15.195387,1,1
7973,1701,music,42,26,0,0,0,0,control,2025-08-08 11:00:15.195387,0,0
4144,487,gaming,44,33,1,0,0,0,control,2025-08-04 11:00:15.195387,1,1
5518,1436,fashion,27,22,0,0,0,0,variant,2025-08-04 11:00:15.195387,0,0
1219,379,food,50,34,0,0,0,0,control,2025-08-08 11:00:15.195387,0,0
8019,775,gaming,36,25,1,0,0,0,control,2025-08-06 11:00:15.195387,1,1
9953,1645,food,29,19,1,0,0,0,control,2025-07-24 11:00:15.195387,1,1
8917,889,sports,54,37,0,0,0,0,control,2025-07-19 11:00:15.195387,0,0
1345,692,music,7,7,1,0,0,0,control,2025-08-12 11:00:15.195387,1,1
138,512,food,32,24,1,1,0,0,variant,2025-07-18 11:00:15.195387,2,1
4451,1681,gaming,13,5,1,0,0,0,variant,2025-07-22 11:00:15.195387,1,1
4907,1726,gaming,8,1,0,0,0,0,variant,2025-08-10 11:00:15.195387,0,0
2760,1189,sports,54,40,0,0,0,0,variant,2025-07-24 11:00:15.195387,0,0
59,14,sports,50,30,0,0,0,0,control,2025-07-22 11:00:15.195387,0,0
771,1515,music,9,4,0,0,0,0,control,2025-08-06 11:00:15.195387,0,0
389,244,food,17,8,0,0,0,0,variant,2025-07-14 11:00:15.195387,0,0
3423,1459,dance,13,10,1,0,0,0,control,2025-07-25 11:00:15.195387,1,1
7013,1847,food,19,18,1,0,0,0,control,2025-08-12 11:00:15.195387,1,1
4853,1593,fashion,46,30,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
596,1028,gaming,54,34,1,0,0,0,variant,2025-07-14 11:00:15.195387,1,1
8628,214,dance,25,20,1,0,0,0,variant,2025-07-14 11:00:15.195387,1,1
9666,49,fashion,24,15,1,0,0,0,control,2025-08-10 11:00:15.195387,1,1
1983,1105,gaming,47,38,1,0,0,0,control,2025-07-28 11:00:15.195387,1,1
8966,1571,gaming,8,1,0,0,0,0,control,2025-07-14 11:00:15.195387,0,0
8210,878,gaming,48,30,0,0,0,0,control,2025-07-31 11:00:15.195387,0,0
4331,181,sports,40,25,1,0,0,0,variant,2025-07-25 11:00:15.195387,1,1
5430,672,fashion,31,20,1,0,0,0,variant,2025-07-22 11:00:15.195387,1,1
1693,870,dance,58,40,0,0,0,0,control,2025-07-14 11:00:15.195387,0,0
2771,1401,comedy,17,12,1,0,0,0,variant,2025-07-24 11:00:15.195387,1,1
4377,1503,sports,13,8,0,0,0,0,variant,2025-07-27 11:00:15.195387,0,0
4927,217,gaming,16,11,0,0,1,0,control,2025-07-30 11:00:15.195387,1,1
3268,1290,dance,28,18,1,0,0,0,variant,2025-07-25 11:00:15.195387,1,1
9331,763,dance,32,23,0,0,0,0,control,2025-07-26 11:00:15.195387,0,0
7565,625,music,11,11,1,0,0,0,control,2025-07-24 11:00:15.195387,1,1
1696,190,sports,52,35,1,0,0,0,variant,2025-07-17 11:00:15.195387,1,1
1587,2,comedy,44,32,0,0,0,0,control,2025-07-17 11:00:15.195387,0,0
4681,1599,fashion,19,7,0,0,0,0,control,2025-07-24 11:00:15.195387,0,0
5448,1499,music,21,15,0,1,0,0,control,2025-07-19 11:00:15.195387,1,1
5461,460,dance,55,43,0,0,0,0,control,2025-07-30 11:00:15.195387,0,0
7966,632,music,13,12,1,0,0,0,variant,2025-08-01 11:00:15.195387,1,1
2269,757,gaming,38,28,1,0,0,0,control,2025-07-24 11:00:15.195387,1,1
7250,1424,sports,42,24,1,0,0,0,variant,2025-07-16 11:00:15.195387,1,1
7462,784,comedy,44,34,1,0,0,0,control,2025-07-17 11:00:15.195387,1,1
3487,131,food,7,7,1,1,0,0,variant,2025-08-08 11:00:15.195387,2,1
5802,1241,comedy,38,27,0,0,0,0,variant,2025-08-10 11:00:15.195387,0,0
2750,530,dance,54,44,1,0,0,0,variant,2025-08-02 11:00:15.195387,1,1
7786,1255,music,50,28,0,0,0,0,control,2025-07-28 11:00:15.195387,0,0
6976,1834,comedy,10,7,1,0,0,0,variant,2025-07-29 11:00:15.195387,1,1
1406,232,fashion,16,7,0,0,0,0,control,2025-08-11 11:00:15.195387,0,0
3576,416,comedy,12,7,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
2728,1148,gaming,31,22,1,0,0,0,variant,2025-08-02 11:00:15.195387,1,1
6488,562,gaming,18,10,1,0,0,0,variant,2025-07-25 11:00:15.195387,1,1
6292,177,dance,26,17,0,0,0,0,variant,2025-08-07 11:00:15.195387,0,0
2502,1539,food,45,24,0,0,0,0,variant,2025-07-29 11:00:15.195387,0,0
938,1096,music,10,9,1,0,0,0,variant,2025-07-19 11:00:15.195387,1,1
1756,1396,gaming,33,29,1,0,0,0,control,2025-08-04 11:00:15.195387,1,1
3391,125,music,48,38,1,1,0,0,variant,2025-07-28 11:00:15.195387,2,1
5817,383,fashion,52,35,0,0,0,0,control,2025-08-09 11:00:15.195387,0,0
1217,1029,food,10,5,1,0,0,1,control,2025-07-20 11:00:15.195387,1,1
1204,185,fashion,50,36,1,0,0,0,control,2025-08-08 11:00:15.195387,1,1
1891,84,dance,49,36,1,0,0,0,control,2025-08-05 11:00:15.195387,1,1
8583,940,sports,44,39,1,1,0,0,variant,2025-07-26 11:00:15.195387,2,1
7689,665,dance,8,8,1,0,0,0,control,2025-08-10 11:00:15.195387,1,1
6501,710,fashion,44,26,1,0,0,0,variant,2025-08-03 11:00:15.195387,1,1
6717,732,sports,28,20,0,0,0,0,variant,2025-08-09 11:00:15.195387,0,0
3747,1047,gaming,54,40,1,0,0,0,control,2025-08-06 11:00:15.195387,1,1
8291,984,comedy,57,39,1,0,0,0,control,2025-07-30 11:00:15.195387,1,1
2196,906,dance,23,14,1,0,1,0,variant,2025-07-21 11:00:15.195387,2,1
4666,650,music,47,32,0,0,0,0,control,2025-07-19 11:00:15.195387,0,0
9194,1185,fashion,23,19,1,0,0,0,variant,2025-08-05 11:00:15.195387,1,1
7350,1097,music,36,22,1,0,0,0,control,2025-07-17 11:00:15.195387,1,1
9763,1938,fashion,42,31,1,0,0,0,variant,2025-08-01 11:00:15.195387,1,1
4399,1731,food,55,38,0,0,0,0,variant,2025-08-01 11:00:15.195387,0,0
3630,1121,sports,44,31,1,0,0,0,control,2025-07-26 11:00:15.195387,1,1
7767,1610,music,25,14,1,0,0,0,control,2025-07-24 11:00:15.195387,1,1
6148,539,gaming,54,36,1,1,0,0,variant,2025-07-22 11:00:15.195387,2,1
1064,163,sports,41,26,1,0,0,0,control,2025-07-31 11:00:15.195387,1,1
8831,62,comedy,27,19,1,0,0,0,variant,2025-08-05 11:00:15.195387,1,1
9335,402,dance,51,37,0,1,0,0,control,2025-08-10 11:00:15.195387,1,1
8744,263,sports,21,14,0,0,0,0,variant,2025-08-07 11:00:15.195387,0,0
3276,199,fashion,35,26,1,0,0,0,control,2025-08-04 11:00:15.195387,1,1
977,1238,food,47,35,1,0,0,0,variant,2025-08-05 11:00:15.195387,1,1
4070,778,food,42,29,0,1,0,0,control,2025-08-04 11:00:15.195387,1,1
6403,1532,gaming,7,1,0,0,0,0,variant,2025-07-20 11:00:15.195387,0,0
346,27,sports,39,27,0,0,0,0,control,2025-07-18 11:00:15.195387,0,0
4943,1005,gaming,13,10,1,0,0,0,control,2025-07-14 11:00:15.195387,1,1
2943,1604,fashion,51,35,1,0,0,0,control,2025-07-19 11:00:15.195387,1,1
7405,972,food,16,8,0,0,0,0,variant,2025-07-17 11:00:15.195387,0,0
1077,1219,sports,13,9,1,1,0,0,variant,2025-08-03 11:00:15.195387,2,1
9364,1463,sports,51,38,0,0,0,0,variant,2025-07-30 11:00:15.195387,0,0
3771,816,fashion,35,23,1,0,0,0,control,2025-07-17 11:00:15.195387,1,1
5653,1899,comedy,25,16,0,0,0,0,variant,2025-08-06 11:00:15.195387,0,0
8425,323,sports,44,32,1,1,0,0,variant,2025-08-07 11:00:15.195387,2,1
8049,345,gaming,43,27,0,0,0,0,control,2025-08-04 11:00:15.195387,0,0
451,1946,sports,53,34,0,0,0,0,variant,2025-07-21 11:00:15.195387,0,0
9555,1960,music,40,28,0,0,0,0,control,2025-08-09 11:00:15.195387,0,0
351,839,comedy,56,34,0,0,0,0,variant,2025-07-22 11:00:15.195387,0,0
9501,1838,gaming,57,39,1,0,0,0,variant,2025-08-05 11:00:15.195387,1,1
4005,1634,dance,46,31,1,0,0,1,variant,2025-07-24 11:00:15.195387,1,1
4679,1226,fashion,39,23,0,0,0,0,control,2025-07-27 11:00:15.195387,0,0
245,1475,fashion,26,17,0,0,0,0,variant,2025-08-01 11:00:15.195387,0,0
4646,760,food,10,7,1,0,0,0,control,2025-08-06 11:00:15.195387,1,1
4735,1372,sports,19,19,1,0,0,0,control,2025-07-16 11:00:15.195387,1,1
441,11,fashion,32,18,1,0,0,0,variant,2025-08-09 11:00:15.195387,1,1
9660,435,gaming,54,33,0,0,0,0,variant,2025-07-14 11:00:15.195387,0,0
5916,1056,music,15,12,1,0,0,0,variant,2025-07-16 11:00:15.195387,1,1
412,840,sports,14,9,1,0,1,0,variant,2025-08-08 11:00:15.195387,2,1
814,148,music,43,30,1,0,0,0,variant,2025-07-24 11:00:15.195387,1,1
4679,1669,sports,35,25,0,0,0,0,control,2025-07-28 11:00:15.195387,0,0
1731,1918,sports,24,22,1,0,0,0,control,2025-08-05 11:00:15.195387,1,1
6644,1961,food,8,8,1,1,0,0,control,2025-07-29 11:00:15.195387,2,1
1975,269,food,50,37,1,0,0,0,control,2025-07-20 11:00:15.195387,1,1
550,715,dance,16,13,1,0,1,0,control,2025-08-03 11:00:15.195387,2,1
1938,1658,dance,31,21,0,1,0,1,control,2025-07-18 11:00:15.195387,1,1
204,1122,music,53,34,1,0,1,0,control,2025-07-31 11:00:15.195387,2,1
3589,236,comedy,10,7,1,0,0,0,control,2025-07-21 11:00:15.195387,1,1
7084,643,food,57,42,1,0,0,0,control,2025-08-04 11:00:15.195387,1,1
2537,911,sports,52,38,0,0,0,0,control,2025-08-03 11:00:15.195387,0,0
5789,764,dance,55,35,0,1,0,0,variant,2025-08-07 11:00:15.195387,1,1
8299,252,comedy,40,28,1,0,0,0,variant,2025-07-16 11:00:15.195387,1,1
3812,1889,music,41,20,0,0,0,0,variant,2025-07-16 11:00:15.195387,0,0
2702,568,food,59,42,1,0,0,0,control,2025-08-05 11:00:15.195387,1,1
7826,892,gaming,26,16,0,0,0,0,control,2025-07-14 11:00:15.195387,0,0
5975,1963,food,59,43,1,0,0,0,variant,2025-08-02 11:00:15.195387,1,1
3937,761,food,29,19,1,0,0,0,control,2025-08-07 11:00:15.195387,1,1
4091,1226,dance,58,37,1,0,0,0,control,2025-07-18 11:00:15.195387,1,1
9150,249,fashion,36,24,0,0,0,0,control,2025-08-11 11:00:15.195387,0,0
6957,1987,sports,56,37,0,0,0,0,control,2025-07-17 11:00:15.195387,0,0
9253,814,fashion,17,14,1,0,0,0,control,2025-07-22 11:00:15.195387,1,1
2547,373,dance,56,44,0,0,0,0,variant,2025-07-23 11:00:15.195387,0,0
3737,176,sports,17,11,1,0,0,0,variant,2025-07-31 11:00:15.195387,1,1
1673,1129,food,57,36,0,1,0,0,control,2025-08-12 11:00:15.195387,1,1
402,1998,food,50,33,1,0,0,1,control,2025-08-04 11:00:15.195387,1,1
8794,1269,dance,34,19,0,0,0,0,control,2025-07-28 11:00:15.195387,0,0
4314,1249,music,33,22,1,0,0,0,variant,2025-07-25 11:00:15.195387,1,1
6353,865,music,37,25,1,0,0,0,control,2025-07-18 11:00:15.195387,1,1
8480,1956,fashion,35,26,1,0,0,0,control,2025-07-18 11:00:15.195387,1,1
88,1687,music,35,29,1,0,0,0,variant,2025-07-19 11:00:15.195387,1,1
7147,439,music,34,27,1,0,0,0,control,2025-07-24 11:00:15.195387,1,1
6280,1335,music,18,15,1,0,0,0,variant,2025-08-04 11:00:15.195387,1,1
2206,1533,sports,27,19,1,0,1,0,control,2025-07-31 11:00:15.195387,2,1
2968,54,fashion,40,28,1,1,0,0,variant,2025-07-27 11:00:15.195387,2,1
4251,1405,sports,37,26,1,0,0,0,control,2025-07-26 11:00:15.195387,1,1
3535,321,gaming,32,26,1,0,1,0,control,2025-07-19 11:00:15.195387,2,1
8412,1243,food,44,31,1,1,0,0,variant,2025-07-30 11:00:15.195387,2,1
9675,819,music,36,27,1,0,0,0,control,2025-08-12 11:00:15.195387,1,1
3239,928,comedy,49,31,0,1,0,0,variant,2025-08-05 11:00:15.195387,1,1
8514,1493,sports,45,31,1,0,0,0,control,2025-08-11 11:00:15.195387,1,1
2739,748,sports,60,38,1,0,0,0,control,2025-08-01 11:00:15.195387,1,1
4937,896,gaming,30,18,1,0,0,0,control,2025-07-17 11:00:15.195387,1,1
1837,404,sports,8,2,1,0,0,0,control,2025-07-23 11:00:15.195387,1,1
2560,347,dance,27,21,1,0,0,0,variant,2025-07-17 11:00:15.195387,1,1
1569,676,food,18,13,1,1,0,0,control,2025-07-25 11:00:15.195387,2,1
4721,489,sports,37,23,1,0,0,0,variant,2025-08-04 11:00:15.195387,1,1
7958,800,dance,9,7,0,0,0,1,control,2025-07-18 11:00:15.195387,0,0
8545,359,gaming,14,11,0,0,0,0,variant,2025-07-19 11:00:15.195387,0,0
9221,1081,dance,13,13,1,0,0,0,variant,2025-08-05 11:00:15.195387,1,1
6526,1565,food,12,5,0,0,0,0,control,2025-07-29 11:00:15.195387,0,0
7936,942,fashion,17,12,1,0,0,0,variant,2025-08-10 11:00:15.195387,1,1
9120,1111,comedy,17,17,1,0,0,0,control,2025-08-01 11:00:15.195387,1,1
8222,378,fashion,52,38,1,0,0,0,variant,2025-08-06 11:00:15.195387,1,1
7515,931,sports,6,5,0,0,0,0,control,2025-08-02 11:00:15.195387,0,0
7066,79,comedy,26,19,0,0,0,0,control,2025-08-05 11:00:15.195387,0,0
6738,1387,music,38,28,1,0,1,0,control,2025-07-26 11:00:15.195387,2,1
2541,970,gaming,58,38,0,0,0,0,control,2025-07-24 11:00:15.195387,0,0
3820,308,gaming,56,42,1,0,0,0,control,2025-08-11 11:00:15.195387,1,1
8687,1935,sports,41,24,0,0,0,0,variant,2025-08-06 11:00:15.195387,0,0
8024,1113,food,41,22,0,1,0,0,variant,2025-08-05 11:00:15.195387,1,1
